source,target
ತೃತೀಯಕಲ್ಯಾಣ,ಜೈನ ಪಂಚಕಲ್ಯಾಣಗಳಲ್ಲಿ ಮೂರನೆಯದಾದ ಪರಿನಿಷ್ಕ್ರಮಣ ಕಲ್ಯಾಣ
ತೃತೀಯದ್ವೀಪ,ಜೈನ ಎಂಟುದ್ವಫಿಗಳಲ್ಲಿ ಮೂರನೆಯದಾದ ಪುಷ್ಕರದ್ವೀಪ
ತೃತೀಯಪೀಠ,ಜೈನ ಸಮವಸರಣದ ಮೂರು ಪೀಠಗಳಲ್ಲಿ ಎಲ್ಲಕ್ಕಿಂತ ಎತ್ತರದ್ದು
ತೃತೀಯೆ,ಮೂರನೆಯವಳು ತದಿಗೆ
ತೃಪ್ತ,ತೃಪ್ತಿಹೊಂದಿದ
ತೃಷಾವಿಷಾದ,ಬಾಯಾರಿಕೆಯಿಂದಾದ ಖಿನ್ನತೆ
ತೃಷಾವಿಷಾನ,ಬಾಯಾರಿಕೆಯಿಂದಾದ ಖಿನ್ನತೆ
ತೃಷ್ಣಾಕರೆ,ಬಾಯಾರಿಕೆಯುಂಟುಮಾಡುವವಳು
ತೃಷ್ಣಾತುರ,ಬಾಯಾರಿಕೆಯಿಂದ ಬಳಲುವ
ತೃಷ್ಣಾಭಿಭೂತ,ಬಾಯಾರಿಕೆಯಿಂದ ಪೀಡಿತನಾದ(ವನು)
ತೃಷ್ಣೆ,ತೃಷೆ
ತೆಂಕಣ್,ದಕ್ಷಿಣ
ತೆಂಕಣ,ದಕ್ಷಿಣ
ತೆಂಕನಾಡು,ದಕ್ಷಿಣ ದೇಶ
ತೆಂಕಮುಖ,ದಕ್ಷಿಣಾಭಿಮುಖ
ತೆಂಕಮೊಗ,ತೆಂಕಮುಖ
ತೆಂಗಾಳಿ,ತೆಂಕಣದ ಗಾಳಿ
ತೆಂಟು,ಕೇರು
ತೆಂಬೆರಲ್,ತೆಂಕಣ ಗಾಳಿ
ತೆಂಬೆಲರ್,ತೆಂಗಾಳಿ
ತೆಕ್ಕನೆವೋಗು,ಅಚ್ಚರಿಗೊಳ್ಳು
ತೆಕ್ಕು,ನವೆಗೆ ನೆಕ್ಕು
ತೆಕ್ಕೆಗಟ್ಟು,ಒಟ್ಟಾಗು
ತೆಕ್ಕೆವೆಱು,ಗುಂಪಾಗು
ತೆಗಪು,ತೆಗೆಸು ಬೇಯಿಸು
ತೆಗಳೆ,ಹೆಕ್ಕತ್ತು ಹೆಗಲು
ತೆಗಲೆ,ಹೆಕ್ಕತ್ತು ಹೆಗಲು
ತೆಗಳಿಗೆ,ಪರದ ನಿರಿಗೆ
ತೆಗಳಿಕೆ,ಪರದ ನಿರಿಗೆ
ತೆಗೞಿಸು,ತೆಗಳುವಂತೆ ಮಾಡು
ತೆಗೞ್ಕೆ,ತೆಗಳಿಕೆ
ತೆಗ¿ðತೆ,ಸರಸ
ತೆಗೆ,ಹೊರಗೆ ತಾ
ತೆಗೆನೆಱೆ,ಪೂರ್ತಿ ಎಳೆ
ತೆಗೆಯಾರ್ಳ,ದಾಳಿಮಾಡುವ ಶೂರ
ತೆಗೆಯಿಸು,ಹೊರಬರುವಂತೆ ಮಾಡು ತೆಗೆ ಇಸು ಬಾಣವನ್ನ ವೇಗವಾಗಿ ಬಿಡು
ತೆಣಱು,ತಿಣುಕು
ತೆನೆ,ಧಾನ್ಯದ ತೆಂಡೆ ಕಣಿಶ
ತೆನೆವೋಗು,ತೆನೆ ಬಿಡು
ತೆಸ,ಹರಿಗೋಲು
ತೆಪ್ಪ,ಹರಿಗೋಲು
ತೆಪ್ಪರ್ತ,ಮೂರ್ಛೆಯಿಂದ ಎದ್ದವನು
ತೆಬ್ಬಱಿಸು,ಮೇಲಕ್ಕೆತ್ತು
ತೆಮರ್,ಓಡಿಸು ತೆವರು ದಿನ್ನೆ
ತೆಮಳ್ದು,ಕೂಡಿಹಾಕು
ತೆರಟು,ಮದುವೆಯಲ್ಲಿ ಮುಯ್ಯ ಸೀರೆ ಕೊಡು
ತೆರಂಟು,ಮದುವೆಯಲ್ಲಿ ಮುಯ್ಯ ಸೀರೆ ಕೊಡು
ತೆರವು,ತೆರಿಗೆ ಶುಲ್ಕ
ತೆರಣಿ,ರೇಷ್ಮೆಹುಳು
ತೆರಳಿ,ರೇಷ್ಮೆಹುಳು
ತೆರಳ್ಕೆ,ತೆರಳುವಿಕೆ
ತೆರೆದುಱುಗಲ್,ತೆರೆಗಳ ಸಮೂಹ
ತೆರೆಪೊಡೆ,ಮಡಿಲು ಉಡಿ
ತೆರೆಮಸಗು,ಅಲೆಗಳುಂಟಾಗು
ತೆರೆಮುಗಿಲ್,ಅಲೆಅಲೆಯಾದ ಮೋಡ
ತೆರೆಮುೞುಗು,ಅಲೆಗಳಲ್ಲಿ ಮುಳುಗು
ತೆರೆಯುಲಿಪು,ಅಲೆಗಳ ಧ್ವನಿ
ತೆರೆವಳಿಗೆ,ಅವಕುಂಠನ
ತೆರೆವಿಡಿ,ಅಲೆಗಳನ್ನು ಅನುಸರಿಸು
ತೆರೆವೇಂಟೆ,ಬಲೆಯನ್ನು ಹಾಕಿ ಆಡುವ ಬೇಟೆ
ತೆರೆವೊಯ್ಲು,ತೆರೆಗಳ ಅಪ್ಪಳಿಸುವಿಕೆ
ತೆರೆಸುತ್ತು,ತೆರೆಯಲ್ಲಿ ಸುತ್ತು ತೆರೆಯನ್ನು ಸುತ್ತು
ತೆಲ್ಲಟಿ,ಕಾಣಿಕೆ ಬಳುವಳಿ
ತೆಲ್ಲಂಗೆಗೊಡು,ಉಡುಗೊರೆ ನೀಡು
ತೆಲ್ಲಂಟಿಗೊಡು,ಉಡುಗೊರೆ ನೀಡು
ತೆಲ್ಲಟಿದರ್,ಉಡುಗೊರೆಯನ್ನು ತಾ
ತೆಲ್ಲಂಟಿದರ್,ಉಡುಗೊರೆಯನ್ನು ತಾ
ತೆಲ್ಲಟಿಗೊಳ್,ಉಡುಗೊರೆಯನ್ನು ಸ್ವೀಕರಿಸು
ತೆಲ್ಲಿಗ,ತೈಲಿಗ ಗಾಣಿಗ
ತೆಲ್ಲಿಗಿತಿ,ಗಾಣಿಗಿತ್ತಿ
ತೆವಳೆ,ಉದಾಸೀನ(ಮಾಡು)
ತೆವಳೆಗಾಣ್,ಉದಾಸೀನ(ಮಾಡು)
ತೆಳ್ಗಲ್ಲ,ತೆಳ್ಗದಂಪು
ತೆಳ್ದೆರೆ,ಸಣ್ಣ ಅಲೆ
ತೆಳ್ನಡು,ಸಣ್ಣ ಸೊಂಟ
ತೆಳ್ಪು,ತಿಳಿಯಾಗಿರುವುದು ಪರಿಶುದ್ಧತೆ
ತೆಳುಂಪು,ತಿಳಿಯಾಗಿರುವುದು ಪರಿಶುದ್ಧತೆ
ತೆಳ್ಪುಗೆಡು,ಶುದ್ಧತೆ ನಾಶವಾಗು
ತೆಳ್ವಣ್ಣ,ತಿಳಿಯಾದ ಬಣ್ಣ
ತೆಳ್ವದ,ಕಾಮದ್ರವ
ತೆಳ್ವಳಿಕು,ಶುಭ್ರವಾದ ಹರಳು
ತೆಳ್ವೆಳಗು,ತಿಳಿಯಾದ ಬೆಳಕು
ತೆರ್ಳವೆಱೆ,ಬಿದಿಗೆ ಚಂದ್ರ
ತೆಳ್ವೊರೆ,ತೆಳುವಾದ ಪೊರೆ
ತೆಳ್ಳಗೆ,ತೆಳುವಾಗಿ ತಿಳಿಯಾಗಿ
ತೆಳ್ಳಿತು,ತೆಳುವಾಗಿರುವಿಕೆ
ತೆಱ,ರೀತಿ
ತೆಱಂದಿರಿ,ಜೋರಾಗಿ ಬೀಸು ಹಾರು ಗಿರಗಿರ ಸುತ್ತು
ತೆಱಂದಿರಿಪು,ವಿಧವಿಧವಾಗಿ ತಿರುಗಿಸು
ತೆಱಂಬೊಳೆಯಿಸು,ತೆರತೆರನಾಗಿ ಹೊಳೆಯಿಸು
ತೆಱಪು,ತೆರೆಯುವಿಕೆ ಸಮಯಾವಕಾಶ
ತೆಱಪುಗಣ್,ಅಗಲವಾದ ಕಣ್ಣು
ತೆಱಪುಗಾಣಿಸು,ಅವಕಾಶ ಕಾಣಿಸು ಎಡೆಗಾಣಿಸು
ತೆಱಪುಗೊಡು,ಎಡೆಕೊಡು
ತೆಱಪುಗೊಳ್,ಎಡೆಯನ್ನು ಪಡೆ
ತೆಱಪುವಡೆ,ಎಡೆ ಹೊಂದು
ತೆಱವು,ಎಡೆ ಕಪ್ಪ
ತೆಱು,ಹಣ ಕೊಡು
ತೆಱೆ,ತೆಗೆ ತೆರಿಗೆ
ತೆಱೆಗೊಳ್,ತೆರಿಗೆ ವಸೂಲುಮಾಡು
ತೆಱೆದೆಱು,ತೆರಿಗೆಯನ್ನು ತೆರು
ತೇ,ತೇಯಿ ತಿಕ್ಕು
ತೇಂಕಿಸು,ತೇಲುವಂತೆ ಮಾಡು
ತೇಂಕು,ತೇಲಾಡು
ತೇಂಕುದಾಣ,ನಾಡಿಮಿಡಿತದ ಸ್ಥಾನ
ತೇಂಗು,ಉದಾನವಾಯು ಬಿಡು
ತೇಂಗುಹ,ಹಕ್ಕಿ ಹಿಚಿಕೆಹಾಕುವುದು
ತೇಜ,ಕಾಂತಿ ಪರಾಕ್ರಮ
ತೇಜಂಗಿಡಿಸು,ಕಾಂತಿಗುಂದಿಸು ಸಾಮರ್ಥ್ಯ ಕುಗ್ಗಿಸು
ತೇಜಂಗೆಡು,ಕಾಂತಿಗುಂದು ಸಾಮರ್ಥ್ಯ ಕುಗ್ಗು
ತೇಜಃಕ್ಷಯ,ಕಾಂತಿಹೀನತೆ
ತೇಜಃಪಿಂಡ,ಬೆಂಕಿಯ ಉಂಡೆ
ತೇಜಃಪ್ರಸರ,ಕಾಂತಿಯ ಹರಡುವಿಕೆ
ತೇಜಶ್ಚಕ್ರ,ತೇಜಸ್ಸಿನ ಚಕ್ರ
ತೇಜೋತಿಶಯ,ಅತಿಶಯ ತೇಜಸ್ಸು
ತೇಜೋನಿಧಿ,ಕಾಂತಿಯ ನಿಧಿ
ತೇಜೋನಿಳಯ,ಕಾಂತಿಯ ನೆಲೆ
ತೇಜೋಭಿರಾಮ,ತೇಜಸ್ಸಿನಿಂದ ಶೋಭಿಸುವವನು
ತೇಜೋವೃತ್ತಿ,ಕಾಂತಿಯುಂಟಾಗುವಿಕೆ
ತೇನತೇನಂ,ಮೇಲಿಂದ ಮೇಲೆ
ತೇಪೆ,ಸೂಳೆ
ತೇರ್,ಬಂಡಿ ರಥ
ತೇರಂಜಿಸು,ಸಾಣೆಯಿಂದ ಹೊಳಪು ಕೊಡು
ತೇರಂಟೆ,ಸಹಸ್ರಪಾದಿ ಝರಿಹುಳು
ತೇರಜೆ,ಒಂದು ಬಗೆಯ ಪ್ರಾಣಿ
ತೇರಣ,ಗೆದ್ದಲು
ತೇರಯ್ಯೆ,ಆಸೆ
ತೇರಸಿ,ತ್ರಯೋದಶಿ
ತೇರೈಸು,ತವಕಪಡು
ತೊಂಗಲ್,ಕುಚ್ಚು ಗೊಂಚಲು
ತೊಂಗಲ್ಗಂಟೆ,ಗೊಂಚಲು ಗಂಟೆ
ತೊಂಡಲ್,ಇರುವೆ ಸಾಲು
ತೊಂಡಲ,ತಲೆಯ ಆಭರಣ
ತೊಂಡು,ಸ್ವೇಚ್ಛಾವೃತ್ತಿ ತುಡುಗುತನ
ತೊಂಡುಮರುಳ್,ಉದ್ಧಟ ಪಿಶಾಚಿ
ತೊಂಡುವೆಣ್ಬುರುಳಿ,ಗಳಹುವ ಹೆಣ್ಣು ಗಿಳಿ
ತೊಂತುಳಿ,ಸಿಕ್ಕುಸಿಕ್ಕು
ತೊಂಬೆ,ಕುಚ್ಚು ಗೊಂಚಲು
ತೊಗರ್,ಚೊಗರು ಒಗರು
ತೊಟ್ಟಗೆ,ತಕ್ಷಣವೇ
ತೊಟ್ಟನೆ,ತಕ್ಷಣ
ತೊಟ್ಟಿಲ್,ಮಗು ಮಲಗಲು ಬಿದಿರಿನಿಂದ ಮಾಡಿದ ತೂಗುಹಾಸಿಗೆ
ತೊಟ್ಟಿಲಿಗ,ತೊಟ್ಟಿಲಲ್ಲಿ ಮಲಗುವ ಹಸುಗೂಸು
ತೊಟ್ಟು,ಆರಂಭಿಸಿ
ತೊಟ್ಟಿಕ¿ಲ್,ತೊಟ್ಟುಬಿಡು
ತೊಡಕಿಕ್ಕು,ಕಷ್ಟಕ್ಕೆ ಈಡುಮಾಡು
ತೊಡಂಕು,ಸಿಕ್ಕಿಸು ಗೋಜಲು ತೊಡಗು
ತೊಡಂದುಡಿಸು,ಆಭರಣವನ್ನು ತೊಡಿಸು
ತೊಡಂಬೆ,ಹಣ್ಣುಹೂಗಳ ತೊಟ್ಟು ಗೊಂಚಲು
ತೊಡಂಬೆಪಱಿ,ತೊಟ್ಟು ಕಳಚು
ತೊಡಂಬೆವಿಡು,ತೊಟ್ಟು ಕಳಚಿಕೊ
ತೊಡಗಿಸು,ಆರಂಭಿಸು
ತೊಡರ್,ಸಿಲುಕಿಕೊ ತೊಡಕು ಸುತ್ತಿಕೊ
ತೊಡರಿಕ್ಕು,ತೊಡರುಗಳನ್ನು ಒಡ್ಡು
ತೊಡರ್ಪು,ಸಿಕ್ಕು ಬಂಧನ
ತೊಡವು,ಒಡವೆ ಆಭರಣ
ತೊಡವೆಳಗು,ಆಭರದ ಕಾಂತಿ
ತೊಡು,ಧರಿಸು ಹೂಡು
ತೊಡುಗೆ,ಆಭರಣ
ತೊಡೆ,ಸೊಂಟದಿಂದ ಮಂಡಿಯವರೆಗಿನ ಭಾಗ ಲೇಪಿಸು ಒರಸಿಹಾಕು
ತೊಡೆಯಿಸು,ಲೇಪನಮಾಡು
ತೊಡೆಯೇಱಿಸು,ತೊಡೆಯ ಮೇಲೆ ಕೂರಿಸಿಕೊ
ತೊಡೆಸಕ್ಕೆ,ನೇರ ಸಾಕ್ಷಿ
ತೊಣೆ,ಸಮನಾದುದು ಬತ್ತಳಿಕೆ
ತೊದಲ್,ಮುದ್ದುಮಾತಾಡು ತಡವರಿಸು ಸುಳ್ಳು
ತೊದಳಿಸು,ಮಾತಾಡುವಾಗ ತೊದಲು
ತೊದಳ್ನುಡಿ,ತೊದಲು ಮಾತಾಡು
ತೊದಳ್ವಾತು,ತೊದಲು ಮಾತು
ತೊನಸೆ,ಚಿಗಟದಂತಹ ಕೀಟ
ತೊನೆ,ಅಲ್ಲಾಡು ತೂಗಾಡು
ತೊನೆಪ,ತೂಗಾಡುವಿಕೆ
ತೊನ್ನ,ತೊನ್ನುರೋಗಿ
ತೊನ್ನುಗೊಳ್,ತೊನ್ನು ಉಂಟಾಗು
ತೊಯ್,ಒದ್ದೆಯಾಗು
ತೊಲಗಿಸು,ದೂರ ಮಾಡು
ತೊಲಗು,ದೂರವಾಗು ಬಿಟ್ಟುಬಿಡು
ತೊಲೆ,ತುಲಾ ತಕ್ಕಡಿ
ತೊವರ್,ಒಗರು ರುಚಿ
ತೊವರೇಱು,ಒಗರು ರುಚಿಯುಂಟಾಗು
ತೊವರ್ಗಂಪು,ಒಗರಿನಿಂದ ಕೂಡಿದ ವಾಸನೆ
ತೊವಲ್,ಚಿಗುರು ಚಿಗುರೆಲೆ ತೊಗಲು ಚರ್ಮ
ತೊವಲನಿಕ್ಕು,ಚಿಗುರನ್ನು ಹಾಕು
ತೊವಲಿಕ್ಕು,ಚಿಗುರು ಬಿಡು ಚಿಗುರಿನಿಂದ ಮುಚ್ಚು
ತೊವಲ್ಗೊಳ್,ಶರಣಾಗತಿಯ ಸಂಕೇತವಾಗಿ ಚಿಗುರನ್ನು ಹಿಡಿದುಕೊ
ತೊವಲ್ವಿಡಿ,ತೊವಲ್ಗೊಳ್
ತೊವಲ್ವೆರಸು,ಚಿಗುರಿನಿಂದ ಕೂಡಿದ
ತೊಳಂಕು,ದೇಹದ ನಡುವಣ ಭಾಗ
ತೊಳಗು,ಪ್ರಕಾಶಿಸು ಕಾಂತಿ
ತೊಳೆ,ಪ್ರಕ್ಷಾಲನಗೈ ಶುದ್ಧಮಾಡು ಹಣ್ಣಿನ ಭಾಗ(ಫಲತೂಲ)
ತೊಱವಿ,ಬಿಡುಗಡೆ ತೊರೆಯುವುದು
ತೊಱೆ,ತ್ಯಜಿಸು ನದಿ
ತೊಱೆಯೆಱೆಯ,ನದಿಯ ಒಡೆಯ ಸಮುದ್ರ
ತೊಱೆವು,ತೊರೆಯುವಿಕೆ
ತೊ¿ಲ್ಚು,ಸುತ್ತಿಸು
ತೊ¿ಲ್ತರ್,ಸುತ್ತಾಡಿಕೊಂಡು ಬಾ
ತೊ¿ಲಿಕಲ್,ಬೀಸುವ ಕಲ್ಲು ಸುತ್ತಾಡು
ತೊ¿ಸು,ಕಲಕು
ತೊೞ್ತಾಳ್,ತೊತ್ತನ್ನಾಗಿಸಿಕೊ
ತೊೞ್ತಿರ್,ತೊತ್ತುಗಳು
ತೊೞ್ತು,ತೊತ್ತು ದಾಸಿ ದಾಸ
ತೊೞ್ತುಗೊಡು,ತೊತ್ತಾಗಿ ಮಾಡಿಕೊ
ತೊೞ್ತುವೆಸ,ತೊತ್ತಿನ ಕೆಲಸ
ತೊೞ್ತುವೆಸಗೆಯ್,ತೊತ್ತಿನ ಕೆಲಸ ಮಾಡು
ತೊೞ್ತುೞಿಮಾಡು,ತೊತ್ತಳ ಅಜ್ಜಿಬಜ್ಜಿ ಮಾಡು
ತೊೞ್ತೞದುೞಿ,ತೊತ್ತಳದುಳಿ
ತೊೞ್ಪುಟ್ಟಿ,ತೊತ್ತಿಗೆ ಹುಟ್ಟಿದವನು
ತೋ,ನೆನೆಯಿಸು
ತೋಂಟ,ತೋಟ
ತೋಂಟವಾಳ,ತೊಟಗಾರ
ತೋಂಟವೆಸ,ತೋಟದ ಕೆಲಸ
ತೋಂಟಿಗವೆಸ,ತೋಟದ ಕೆಲಸ
ತೋಟಿ,ಜಗಳ ಮುಷ್ಟಿಯುದ್ಧ
ತೋಪು,ಮರಗಳ ಗುಂಪು
ತೋಮರ,ಒಂದು ಆಯುಧ ಭರ್ಜಿ
ತೋಯ,ನೀರು
ತೋಯಧಿ,ಸಮುದ್ರ
ತೋಯನಿಧಾನ,ತೋಯಧಿ
ತೋಯಭೃತ್ತು,ಮೋಡ
ತೋಯರುಹನಾಭ,ತೋಯಜನಾಭ
ತೋಯಾಧೀಶ,ವರುಣ
ತೋಯೋದ್ದೇಶ,ತೋಯಾಶಯ
ತೋರಗಂಭ,ದಪ್ಪನಾದ ಕಂಬ ಆಧಾರಸ್ತಂಭ
ತೋರಗಾಯ್,ದಪ್ಪ ಕಾಯಿ
ತೋರಗಿಡಿ,ದಪ್ಪ ಕಿಡಿ
ತೋರಗುರುಳ್,ದಪ್ಪ ಮುಡಿ
ತೋರಗೆಂಡ,ದಪ್ಪ ಕೆಂಡ
ತೋರಣಂಗಟ್ಟಿಸು,ತೋರಣಕಟ್ಟುವಂತೆ ಮಾಡು
ತೋರಣಗಂಬ,ತೋರಣ ಕಟ್ಟುವ ಕಂಬ
ತೋರಣದರ್ಪಣ,ತೋರಣದಲ್ಲಿನ ಕನ್ನಡಿ
ತೊರದುಱುಂಬು,ದಪ್ಪ ಮುಡಿ
ತೋರದೆರೆ,ದೊಡ್ಡ ಅಲೆ
ತೋರಬಾಷ್ಪ,ಅಧಿಕ ಕಣ್ಣೀರು
ತೋರಮಲ್ಲಿಗೆ,ದಪ್ಪ ಮಲ್ಲಿಗೆ
ತೋರಮುತ್ತು,ದಪ್ಪ ಮುತ್ತು
ತೋರಮುಯ್ಯು,ಅಗಲವಾದ ಭುಜ
ತೋರವಜ್ಜೆ,ದೊಡ್ಡ ಹೆಜ್ಜೆ
ತೋರವಣ್,ದೊಡ್ಡ ಹಣ್ಣು
ತೋರವಣ್ಗೊನೆ,ದಪ್ಪ ಹಣ್ಣುಗಳಿರುವ ಗೊನೆ
ತೋರವೆಟ್ಟು,ದೊಡ್ಡ ಬೆಟ್ಟ
ತೋರಹತ್ತ,ದೊಡ್ಡ ಸೊಂಡಿಲು
ತೋರಹಾರ,ದೊಡ್ಡ ಹಾರ
ತೋರಱಿಕೆ,ಹೆಚ್ಚಿನ ಖ್ಯಾತಿ
ತೋರಿತು,ದೊಡ್ಡದು
ತೋರ್ಕೆಗಿಡು,ಕಾಣದಾಗು
ತೋರ್ಕೆಗುಡು,ಒಪ್ಪಿಸಿಕೊಡು ಕಾಣಿಕೆ ನೀಡು
ತೋರ್ಕೆವಡೆ,ಕಾಣಿಸಿಕೊ
ತೋರ್ಪು,ಕಾಣ್ಕೆ ತೋರ್ಕೆ
ತೋರ್ಪುಗೆಡು,ತೋರ್ಕೆಗಿಡು
ತೋಲ್ಗಟ್ಟು,ಮುಂಗೈಗೆ ಚರ್ಮ ಕಟ್ಟಿಕೊ
ತೋಲ್ಪಂಜರ,ತೊಗಲಿನ ಹಂದರ
ತೋಲ್ವುಲ್ಲೆ,ತೊಗಲಿನಿಂದ ಮಾಡಿದ ಜಿಂಕೆ
ತೋಳ್,ಬಾಹು
ತೋಳವಟ್ಟ,ಸೊಂಡಿಲ ಹೊಡೆತ
ತೋಳೆ,ತೊಗಲ ಬಾವಲಿ
ತೋಳಗಟ್ಟು,ತೋಳಬಂದಿ ಎಂಬ ಆಭರಣ
ತೋಳ್ವಲ,ಬಾಹುಬಲ
ತೋಳ್ವಲಯ,ತೋಳಿಗೆ ಹಾಕಿಕೊಳ್ಳುವ ಬಳೆ
ತೋಳ್ವಲ್ಮೆ,ತೋಳ ಬಲ್ಮೆ
ತೋಳ್ವಳಿ,ತೋಳ್ವಲಯ
ತೋಳ್ವಾಸ,ಹಿಡಿತ ಅಪ್ಪುಗೆ
ತೋಳ್ವೆಸುಗೆ,ತೋಳ ಬೆಸುಗೆ ಅಪ್ಪುಗೆ
ತೋಳ್ವೆಱಗು,ತೋಳ್ ಪೆಱಗು ತೋಳ ಹಿಂಭಾಗ
ತೋಱು,ಕಾಣು ಕಾಣಿಸು
ತೋಱಿಕೊಡು,ತೋರಿಸಿ ಕೊಡು
ತೋಱಿಕುಡು,ತೋರಿಸಿ ಕೊಡು
ತೋಱುಂಬೊಣೆ,ತೋರಿಸುವ ಹೊಣೆ(ಜಾಮೀನು)
ತೌಗೆ,ಮುಕ್ತಾಯ ಅಂತ್ಯ
ತೌದಲೆ,ಕೊನೆಗಾಲ
ತ್ರಯಸ್ತ್ರಿಂಶತ್,ಮೂವತ್ತಮೂರು
ತ್ರಯೀಮಯ,ಮೂರು ವೇದಗಳ ಸ್ವರೂಪನಾದವನು ಸೂರ್ಯ
ತ್ರಯೋದಶ,ಹದಿಮೂರನೆಯ
ತ್ರಸ,ಚಲಿಸುವ ಜೈನರಲ್ಲಿ ಈ ಹೆಸರಿನ ಕರ್ಮದ ಉದಯದಿಂದ ಎರಡರಿಂದ ಐದು ಇಂದ್ರಿಯಗಳನ್ನು ಪಡೆದ ಜೀವ
ತ್ರಸಜೀವ,ತ್ರಸಕಾಯ
ತ್ರಸನಾಮ,ಹದಿಮೂರು ಪ್ರಕೃತಿಗಳಲ್ಲಿ ಒಂದು ತ್ರಸಜೀವವನ್ನು ಪಡೆಯುವಂತೆ ಮಾಡುವ ಕರ್ಮ
ತ್ರಸನಾಳ,ಜೈನರಲ್ಲಿ ತ್ರಸಜೀವಿಗಳ ವಾಸಸ್ಥಳ
ತ್ರಸ್ತಾಭಿಭೂತ,ಹೆದರಿದವನು
ತ್ರಾಸಂಗೊಳ್,ಭಯಗೊಳ್ಳು
ತ್ರಿಕರಣಶುದ್ಧಿ,ಕಾಯ ವಾಕ್ಕು ಮನಸ್ಸುಗಳ ಪರಿಶುದ್ಧತೆ
ತ್ರಿಕಾಲ,ಭುತ ವರ್ತಮಾನ ಭವಿಷ್ಯತ್ ಎಂಬ ಕಾಲಗಳು
ತ್ರಿಕಾಲಗೋಚರ,ಯೋಗಶಕ್ತಿಯಿಂದ ತ್ರಿಕಾಲಗಳ ಆಗುಹೋಗುಗಳನ್ನು ತಿಳಿಯುವ ಶಕ್ತಿ
ತ್ರಿಕಾಲದರ್ಶಿ,ತ್ರಿಕಾಲಗೋಚರ ಶಕ್ತಿಯನ್ನು ಪಡೆದವನು
ತ್ರಿಕಾಲಪ್ರಜ್ಞಪ್ತಿ,ಲೋಕಾಕಾರಾದಿಗಳನ್ನು ನಿರೂಪಿಸುವ ಶಾಸ್ತ್ರ ಗ್ರಂಥ
ತ್ರಿಖಂಡ,ಗಂಗಾ ಮತ್ತು ಸಿಂಧೂನದಿಗಳಿಂದ ಪ್ರತ್ಯೇಕಗೊಳಿಸಲ್ಪಟ್ಟ ಮೂರು ಭಾಗಗಳು
ತ್ರಿಖಂಡಾಧಿಪ,ಜೈನರಲ್ಲಿ ತ್ರಿಖಂಡಗಳ ಒಡೆಯ
ತ್ರಿಗಾರವ,ಜೈನರಲ್ಲಿ ಋದ್ಧಿ ರಸ ಸಾತ ಎಂಬ ಮೂರು ಬಗೆಯ ಗಾರವ(ಅಹಂಕಾರ)ಗಳು
ತ್ರಿಗುಣ,ಸತ್ವ ತಮಸ್ಸು ರಜಸ್ಸುಗಳೆಂಬ ಮೂರು ಗುಣಗಳು ಮೂರು ಪಟ್ಟು
ತ್ರಿಗುಪ್ತಿ,ಜೈನರಲ್ಲಿ ಕಾಯ ವಾಕ್ಕು ಮನಸ್ಸುಗಳನ್ನು ನಿಯಂತ್ರಿಸಿಕೊಂಡು ಧರ್ಮಧ್ಯಾನದಲ್ಲಿ ನಿರತನಾಗುವುದು
ತ್ರಿಜಗ,ಸ್ವರ್ಗ ಮರ್ತ್ಯ ಪಾತಾಳಗಳು
ತ್ರಜಗತ್ಪೂಜ್ಯ,ಮೂರು ಲೋಕದ ಜನರಿಂದಲೂ ಗೌರವಾಸ್ಪದನಾದವನು
ತ್ರಿಜಗಧೀಶ್ವರ,ತ್ರಿದಶಗಣಾಧಿನಾಯಕ
ತ್ರಿಜಗದ್ವಂದಿತ,ತ್ರಿಜಗತ್ ವಂದಿತ ಮೂರು ಲೋಕದ ಜನರಿಂದಲೂ ವಂದಿತನಾದವನು
ತ್ರಿಜಗನ್ನಾಥ,ಮೂರು ಲೋಕಗಳ ಒಡೆಯ
ತ್ರಿಜ್ಞಾನಧರ,ಜೈನರಲ್ಲಿ ಶ್ರುತಿ ಮತಿ ಅವಧಿ ಎಂಬ ಮೂರು ಬಗೆಯ ಜ್ಞಾನಗಳನ್ನು ಪಡೆದವನು
ತ್ರಿಣಯನ,ಮೂರು ಕಣ್ಣುಗಳುಳ್ಳವನು ಶಿವ
ತ್ರಿತತ್ವಾತ್ಮಕ,ತ್ರಿಗುಣಗಳ ಸ್ವರೂಪನಾದವನು ಶಿವ
ತ್ರಿತಾಪ,ಅಧಿದೈವಿಕ ಅಧ್ಯಾತ್ಮಿಕ ಅಧಿಭೌತಿಕ ಎಂಬ ತಾಪತ್ರಯಗಳು
ತ್ರಿದಂಡ,ಸನ್ಯಾಸಿಯ ಕೋಲು ಜೈನರಲ್ಲಿ ಕಾಯ ಮನೋ ವಾಕ್ ಎಂಬ ಮೂರು ದಂಡಗಳು
ತ್ರಿದಧ,ದೇವತೆ
ತ್ರಿದಶ,ಮೂರು ಹತ್ತುಗಳು ಮೂವತ್ತು ಸದಾ ಬಾಲ್ಯ ಕೌಮಾರ್ಯ ಯೌವನಗಳೆಂಬ ಮೂರು ಅವಸ್ಥೆಗಳನ್ನು ಮಾತ್ರ ಉಳ್ಳವನು ದೇವತೆ
ತ್ರಿದಶಕುಜ,ಕಲ್ಪವೃಕ್ಷ
ತ್ರಿದಶಕ್ಷ್ಮಾ,ದೇವಲೋಕ
